Employe_Id	Boisson_Id	Date
U48940	39	03/11/2022
U18378	22	22/11/2022
F16023	32	10/11/2022
Y48318	32	03/11/2022
S92802	30	07/11/2022
Y45556	19	04/11/2022
M12306	27	27/11/2022
O00253	42	09/11/2022
W84980	19	18/11/2022
F69733	20	18/11/2022
N61159	29	23/11/2022
V02493	28	04/11/2022
I29058	22	20/11/2022
Y48318	38	16/11/2022
E80025	20	28/11/2022
F93292	23	27/11/2022
C70945	9	18/11/2022
Q17124	29	08/11/2022
H48167	28	01/11/2022
N80181	17	21/11/2022
Y45556	27	01/11/2022
F82217	20	24/11/2022
N61159	36	25/11/2022
Q86815	28	06/11/2022
V84299	25	13/11/2022
R19192	42	26/11/2022
G22804	23	22/11/2022
V84299	15	13/11/2022
L47328	19	06/11/2022
Z60347	20	27/11/2022
F69733	20	28/11/2022
Y47307	24	24/11/2022
I29058	29	27/11/2022
Q86815	21	25/11/2022
Z91269	29	21/11/2022
K35006	10	05/11/2022
G22804	29	26/11/2022
N80181	0	24/11/2022
G95624	28	26/11/2022
H48167	38	28/11/2022
U48940	9	09/11/2022
C00234	19	22/11/2022
M12306	28	26/11/2022
W84980	27	24/11/2022
N28315	23	23/11/2022
H59833	16	15/11/2022
O00253	10	18/11/2022
S92802	20	04/11/2022
I29058	21	10/11/2022
N80181	18	29/11/2022
P35224	23	05/11/2022
Y75396	24	14/11/2022
Y96988	30	22/11/2022
Q86815	17	09/11/2022
E80025	38	20/11/2022
V90078	6	09/11/2022
F47721	3	01/11/2022
F16023	2	04/11/2022
I09813	2	19/11/2022
K78882	11	10/11/2022
V69700	19	28/11/2022
H48167	36	24/11/2022
F82217	2	16/11/2022
C00234	20	20/11/2022
V28351	23	24/11/2022
J67582	27	15/11/2022
U48940	36	10/11/2022
Y45556	28	21/11/2022
N80181	42	10/11/2022
F47721	20	23/11/2022
D78946	38	24/11/2022
W84980	33	05/11/2022
V28351	28	02/11/2022
Y45556	20	01/11/2022
H59833	21	25/11/2022
V28351	26	20/11/2022
K78882	9	10/11/2022
B77851	20	01/11/2022
H05458	27	12/11/2022
P35224	17	21/11/2022
G22804	19	27/11/2022
M66769	26	26/11/2022
R97867	31	06/11/2022
L97294	27	05/11/2022
U61799	28	12/11/2022
V90078	25	20/11/2022
F47721	22	29/11/2022
J67582	11	06/11/2022
O85368	38	07/11/2022
D78946	28	25/11/2022
K24786	28	05/11/2022
K78882	7	25/11/2022
P35224	0	21/11/2022
Z91269	7	01/11/2022
K24786	39	02/11/2022
N80181	28	17/11/2022
J28942	0	27/11/2022
O00253	25	20/11/2022
U48940	19	29/11/2022
O85368	23	25/11/2022
N28315	24	04/11/2022
L47328	36	18/11/2022
K24786	18	21/11/2022
V02493	28	16/11/2022
R19192	23	22/11/2022
F47721	10	02/11/2022
A70424	22	01/11/2022
Z27737	0	14/11/2022
V69700	28	03/11/2022
Q86815	8	06/11/2022
Z53323	29	26/11/2022
O18047	27	22/11/2022
Y45556	38	06/11/2022
K78882	17	06/11/2022
J28942	2	17/11/2022
V28351	27	10/11/2022
L47328	34	13/11/2022
Y48318	23	22/11/2022
Z27737	23	02/11/2022
B46727	1	20/11/2022
F69733	35	17/11/2022
I09813	19	09/11/2022
H48167	39	08/11/2022
H05458	0	20/11/2022
I46489	18	28/11/2022
D78946	23	03/11/2022
L97294	29	21/11/2022
V90078	9	13/11/2022
F93292	17	25/11/2022
W84980	19	15/11/2022
V02493	23	24/11/2022
L91848	3	08/11/2022
Q17124	17	11/11/2022
M12306	0	06/11/2022
B77851	27	17/11/2022
J67582	35	05/11/2022
V69700	27	11/11/2022
V69700	31	22/11/2022
M12306	3	15/11/2022
U48940	37	26/11/2022
J67582	28	11/11/2022
H05458	22	29/11/2022
Q86815	26	07/11/2022
F82217	42	10/11/2022
I09813	26	08/11/2022
L97294	23	21/11/2022
O85368	20	01/11/2022
O18047	10	12/11/2022
L91848	28	20/11/2022
I29058	12	23/11/2022
K35006	35	25/11/2022
O18047	7	23/11/2022
A70424	25	13/11/2022
G65344	29	29/11/2022
P35224	3	12/11/2022
Y48318	37	07/11/2022
I56295	28	06/11/2022
K35006	6	16/11/2022
L95633	2	08/11/2022
F50762	34	08/11/2022
Y96988	7	23/11/2022
M66769	29	21/11/2022
L97294	15	03/11/2022
H05458	26	27/11/2022
Z86263	4	10/11/2022
F16023	0	12/11/2022
E45872	11	29/11/2022
F69733	20	08/11/2022
Z27737	28	09/11/2022
W84980	22	27/11/2022
C70945	26	09/11/2022
O85368	25	14/11/2022
I56295	28	28/11/2022
Y96988	28	07/11/2022
K78882	29	04/11/2022
N22929	1	24/11/2022
A70424	19	01/11/2022
Y48318	35	17/11/2022
N28315	27	17/11/2022
N28315	20	04/11/2022
Y45556	25	09/11/2022
Y45556	25	29/11/2022
Q17124	26	16/11/2022
F33683	2	17/11/2022
B46727	12	09/11/2022
U18378	18	07/11/2022
R19192	8	18/11/2022
L97294	24	23/11/2022
N32257	39	19/11/2022
N80181	24	28/11/2022
V02493	20	20/11/2022
D78946	18	02/11/2022
I09813	28	27/11/2022
Z27737	35	19/11/2022
C00234	29	17/11/2022
O85368	29	14/11/2022
J28942	35	16/11/2022
Q48675	3	18/11/2022
H05458	20	22/11/2022
V90078	16	25/11/2022
R97867	39	18/11/2022
L97294	26	03/11/2022
Q48675	33	12/11/2022
Y45556	24	11/11/2022
B16336	8	24/11/2022
I29058	9	19/11/2022
U18378	19	08/11/2022
G65344	25	19/11/2022
Q48675	23	11/11/2022
F93292	29	15/11/2022
F82217	8	28/11/2022
V28351	21	24/11/2022
Y47307	23	25/11/2022
U61799	21	29/11/2022
N80181	27	27/11/2022
B77851	25	08/11/2022
Y47307	10	12/11/2022
W48418	40	06/11/2022
F33683	38	20/11/2022
N61159	23	24/11/2022
N80181	4	22/11/2022
G65344	19	15/11/2022
Q17124	23	06/11/2022
J28942	42	27/11/2022
V84299	38	03/11/2022
I09813	38	14/11/2022
F69733	36	21/11/2022
N61159	21	22/11/2022
I09813	28	05/11/2022
Y48318	42	16/11/2022
U18378	19	10/11/2022
W48418	20	25/11/2022
H59833	33	19/11/2022
C00234	19	14/11/2022
Z91269	10	03/11/2022
L95633	25	12/11/2022
I09813	34	01/11/2022
N32257	27	24/11/2022
Z53323	28	27/11/2022
Y48318	28	01/11/2022
I46489	3	08/11/2022
L95633	3	28/11/2022
V69700	27	13/11/2022
K78882	27	03/11/2022
U18378	12	11/11/2022
N28315	27	09/11/2022
N80181	0	08/11/2022
J67582	23	29/11/2022
V28351	38	19/11/2022
V84299	28	15/11/2022
D78946	3	11/11/2022
E45872	29	25/11/2022
V69700	18	20/11/2022
V28351	19	03/11/2022
P35224	29	03/11/2022
F33683	12	20/11/2022
K24786	19	25/11/2022
R19192	29	06/11/2022
W84980	20	08/11/2022
Y75396	21	29/11/2022
V69700	21	17/11/2022
C70945	23	15/11/2022
R19192	24	28/11/2022
V84299	0	25/11/2022
Y48318	17	05/11/2022
C00234	31	07/11/2022
B16336	20	23/11/2022
J28942	27	04/11/2022
U18378	1	07/11/2022
Z91269	29	15/11/2022
V69700	3	09/11/2022
Y48318	28	06/11/2022
K78882	23	24/11/2022
C00234	21	10/11/2022
C70945	10	21/11/2022
V84299	21	17/11/2022
V90078	28	10/11/2022
K78882	17	07/11/2022
L95633	12	28/11/2022
Q48675	29	10/11/2022
L95633	28	29/11/2022
N80181	30	01/11/2022
N32257	2	05/11/2022
Z86263	3	03/11/2022
N61159	40	24/11/2022
G65344	21	03/11/2022
Q17124	3	12/11/2022
H05458	28	03/11/2022
A70424	29	25/11/2022
H59833	28	22/11/2022
Z86263	3	08/11/2022
F33683	33	19/11/2022
L95633	28	25/11/2022
V02493	19	13/11/2022
F50762	7	10/11/2022
O00253	27	18/11/2022
I46489	21	14/11/2022
Y45556	37	04/11/2022
U18378	23	11/11/2022
M66769	20	27/11/2022
N61159	34	27/11/2022
N22929	29	24/11/2022
N32257	31	03/11/2022
I29058	23	17/11/2022
R97867	42	09/11/2022
U61799	26	25/11/2022
S92802	20	04/11/2022
N32257	18	19/11/2022
G95624	12	08/11/2022
V84299	28	02/11/2022
Y47307	23	20/11/2022
M66769	27	28/11/2022
F50762	19	17/11/2022
J28942	29	24/11/2022
D78946	25	06/11/2022
B16336	25	10/11/2022
H59833	23	25/11/2022
V84299	39	26/11/2022
I56295	7	18/11/2022
F47721	23	12/11/2022
V02493	26	21/11/2022
V02493	1	23/11/2022
O18047	42	21/11/2022
H59833	36	08/11/2022
F16023	2	26/11/2022
V84299	38	17/11/2022
O00253	8	21/11/2022
C00234	3	13/11/2022
O85368	29	03/11/2022
L47328	1	24/11/2022
U61799	21	05/11/2022
B16336	24	06/11/2022
H05458	3	08/11/2022
F69733	0	14/11/2022
R19192	31	21/11/2022
Q86815	12	03/11/2022
R97867	28	21/11/2022
G82993	29	04/11/2022
Z27737	23	26/11/2022
Q86815	40	08/11/2022
R97867	43	19/11/2022
L95633	23	03/11/2022
N32257	28	13/11/2022
Z86263	14	14/11/2022
F82217	21	05/11/2022
A70424	2	18/11/2022
N61159	3	20/11/2022
L91848	0	09/11/2022
J67582	26	20/11/2022
P35224	16	01/11/2022
G65344	26	21/11/2022
F16023	20	25/11/2022
U48940	19	12/11/2022
Z86263	31	21/11/2022
K24786	18	02/11/2022
P35224	23	26/11/2022
G82993	23	15/11/2022
Y47307	42	18/11/2022
Y48318	3	25/11/2022
E45872	14	27/11/2022
F69733	19	27/11/2022
L47328	23	10/11/2022
Z27737	25	03/11/2022
Z91269	32	28/11/2022
H05458	21	23/11/2022
K24786	29	01/11/2022
H05458	3	13/11/2022
O85368	24	14/11/2022
N22929	18	19/11/2022
H48167	28	28/11/2022
W48418	20	27/11/2022
E80025	23	29/11/2022
I56295	29	23/11/2022
K35006	20	17/11/2022
H59833	21	18/11/2022
M66769	43	22/11/2022
D78946	28	09/11/2022
B77851	28	25/11/2022
V69700	25	25/11/2022
V28351	27	03/11/2022
F93292	34	12/11/2022
U18378	23	06/11/2022
C70945	19	28/11/2022
Z86263	19	03/11/2022
Q17124	33	08/11/2022
V69700	37	01/11/2022
H59833	28	17/11/2022
U18378	27	08/11/2022
Q48675	15	03/11/2022
H59833	22	26/11/2022
H05458	29	04/11/2022
N61159	18	01/11/2022
Z91269	3	26/11/2022
H48167	28	01/11/2022
F50762	23	02/11/2022
O18047	22	27/11/2022
P35224	29	15/11/2022
W48418	19	06/11/2022
Y96988	3	25/11/2022
F50762	33	01/11/2022
E80025	26	07/11/2022
F47721	25	07/11/2022
P35224	34	14/11/2022
K35006	18	20/11/2022
F93292	29	20/11/2022
W48418	23	07/11/2022
H48167	29	07/11/2022
E45872	8	12/11/2022
F69733	32	09/11/2022
R19192	29	13/11/2022
B46727	3	01/11/2022
A70424	17	22/11/2022
O85368	2	04/11/2022
V02493	23	22/11/2022
L47328	34	25/11/2022
D78946	27	15/11/2022
G82993	27	17/11/2022
R97867	25	02/11/2022
F16023	3	11/11/2022
W48418	23	07/11/2022
I09813	43	25/11/2022
W48418	38	27/11/2022
Z86263	35	29/11/2022
Z53323	27	20/11/2022
I56295	31	26/11/2022
F47721	2	25/11/2022
V02493	23	17/11/2022
Y45556	31	14/11/2022
C70945	23	29/11/2022
Q17124	19	12/11/2022
I09813	2	21/11/2022
F93292	20	08/11/2022
W84980	19	27/11/2022
R97867	23	19/11/2022
V84299	24	17/11/2022
A70424	6	17/11/2022
B46727	23	19/11/2022
B16336	10	29/11/2022
U48940	3	17/11/2022
A70424	37	15/11/2022
A70424	31	27/11/2022
E45872	22	05/11/2022
U18378	23	25/11/2022
R97867	28	27/11/2022
W48418	9	15/11/2022
R97867	29	27/11/2022
F69733	3	03/11/2022
Y75396	27	29/11/2022
Q48675	28	25/11/2022
Z27737	17	12/11/2022
F69733	18	06/11/2022
R19192	29	16/11/2022
U48940	24	03/11/2022
Y45556	9	11/11/2022
I09813	39	13/11/2022
C00234	18	04/11/2022
L95633	28	03/11/2022
Y47307	27	19/11/2022
N32257	28	02/11/2022
Y47307	3	20/11/2022
O00253	18	06/11/2022
Y96988	32	24/11/2022
R19192	23	25/11/2022
D78946	26	07/11/2022
D78946	10	24/11/2022
U18378	17	12/11/2022
O85368	23	15/11/2022
Z91269	18	15/11/2022
S92802	20	21/11/2022
Z86263	43	06/11/2022
M12306	39	29/11/2022
H48167	9	20/11/2022
F93292	0	27/11/2022
R19192	3	06/11/2022
N22929	23	11/11/2022
L91848	21	10/11/2022
U48940	23	14/11/2022
Y75396	24	03/11/2022
V84299	27	25/11/2022
K24786	23	13/11/2022
U18378	7	25/11/2022
N61159	3	25/11/2022
F50762	19	27/11/2022
K78882	6	01/11/2022
Y75396	37	08/11/2022
F69733	3	18/11/2022
F33683	29	21/11/2022
D78946	3	18/11/2022
Z34962	19	14/11/2022
B16336	28	15/11/2022
Z91269	25	28/11/2022
J67582	28	10/11/2022
U61799	22	20/11/2022
O18047	23	23/11/2022
U61799	24	26/11/2022
F33683	24	03/11/2022
E80025	22	28/11/2022
R19192	0	27/11/2022
M66769	37	01/11/2022
Z53323	28	03/11/2022
K78882	28	28/11/2022
Q86815	26	21/11/2022
F69733	0	14/11/2022
N28315	0	01/11/2022
H59833	12	14/11/2022
G65344	25	23/11/2022
L97294	34	06/11/2022
B46727	0	08/11/2022
F93292	26	01/11/2022
V02493	39	19/11/2022
I09813	23	29/11/2022
H59833	35	26/11/2022
G22804	0	12/11/2022
I46489	18	22/11/2022
F16023	28	24/11/2022
N28315	29	12/11/2022
B77851	25	14/11/2022
Y45556	34	10/11/2022
Y45556	9	21/11/2022
L97294	0	07/11/2022
B46727	20	18/11/2022
C70945	20	26/11/2022
F82217	29	12/11/2022
H59833	34	02/11/2022
Z34962	25	09/11/2022
Z91269	23	22/11/2022
O18047	42	03/11/2022
I56295	23	10/11/2022
I29058	20	28/11/2022
F50762	3	03/11/2022
W48418	38	25/11/2022
F82217	42	03/11/2022
Z60347	28	06/11/2022
Z86263	23	20/11/2022
B77851	28	19/11/2022
I46489	23	18/11/2022
I46489	25	10/11/2022
W84980	23	03/11/2022
Y45556	29	14/11/2022
P35224	28	12/11/2022
Y48318	42	28/11/2022
B16336	0	01/11/2022
E80025	0	22/11/2022
D78946	2	05/11/2022
U61799	18	10/11/2022
Z91269	9	15/11/2022
C00234	27	20/11/2022
V02493	20	17/11/2022
U18378	31	16/11/2022
Q86815	38	13/11/2022
O18047	29	10/11/2022
V90078	21	13/11/2022
E80025	27	15/11/2022
P35224	28	07/11/2022
R97867	1	12/11/2022
I09813	28	27/11/2022
V90078	10	14/11/2022
S92802	37	25/11/2022
F50762	30	01/11/2022
Z53323	29	11/11/2022
Q86815	23	19/11/2022
R19192	29	25/11/2022
Q48675	22	15/11/2022
H48167	34	05/11/2022
I56295	1	04/11/2022
G95624	7	05/11/2022
B16336	20	18/11/2022
S92802	7	17/11/2022
Q17124	7	25/11/2022
M66769	25	16/11/2022
L95633	18	13/11/2022
F50762	36	24/11/2022
Q17124	24	13/11/2022
Z53323	3	11/11/2022
V90078	11	02/11/2022
O00253	20	14/11/2022
B77851	23	17/11/2022
M66769	28	20/11/2022
B46727	29	17/11/2022
N22929	15	28/11/2022
J67582	20	09/11/2022
L47328	10	28/11/2022
B46727	23	22/11/2022
Y45556	37	29/11/2022
V69700	21	08/11/2022
Z53323	27	08/11/2022
K24786	27	08/11/2022
V02493	33	22/11/2022
F82217	7	15/11/2022
Z91269	33	23/11/2022
N32257	6	22/11/2022
G82993	32	26/11/2022
N28315	23	07/11/2022
B77851	40	27/11/2022
M12306	19	28/11/2022
K35006	29	05/11/2022
W84980	29	01/11/2022
O00253	18	24/11/2022
R19192	6	16/11/2022
U61799	28	04/11/2022
I09813	12	22/11/2022
C70945	40	09/11/2022
N28315	3	02/11/2022
U18378	23	07/11/2022
Z60347	0	19/11/2022
L97294	19	11/11/2022
Y47307	1	26/11/2022
F33683	29	02/11/2022
F82217	20	22/11/2022
Y75396	24	28/11/2022
G95624	3	26/11/2022
P35224	36	16/11/2022
F50762	20	10/11/2022
H05458	29	07/11/2022
F82217	31	09/11/2022
L95633	29	13/11/2022
N61159	21	29/11/2022
S92802	29	08/11/2022
K35006	18	28/11/2022
J67582	22	17/11/2022
W48418	25	20/11/2022
O00253	27	06/11/2022
S92802	25	22/11/2022
U61799	23	13/11/2022
N61159	19	17/11/2022
V69700	29	02/11/2022
R97867	20	03/11/2022
R19192	9	07/11/2022
Z91269	9	24/11/2022
D78946	37	08/11/2022
Z27737	27	07/11/2022
F82217	38	06/11/2022
Y45556	24	20/11/2022
I09813	23	11/11/2022
F93292	1	22/11/2022
N80181	30	09/11/2022
J28942	15	10/11/2022
N32257	9	05/11/2022
V28351	20	01/11/2022
W84980	23	26/11/2022
W84980	29	15/11/2022
Z34962	25	27/11/2022
F69733	12	04/11/2022
U61799	38	13/11/2022
N32257	27	27/11/2022
F82217	21	24/11/2022
B46727	34	21/11/2022
Y48318	25	11/11/2022
Y75396	0	16/11/2022
U18378	21	27/11/2022
M12306	23	12/11/2022
Q86815	28	19/11/2022
U61799	29	04/11/2022
I29058	34	06/11/2022
B46727	32	21/11/2022
L95633	27	17/11/2022
I56295	4	14/11/2022
I09813	19	11/11/2022
F16023	24	09/11/2022
N61159	24	01/11/2022
N32257	2	24/11/2022
Z27737	26	11/11/2022
B46727	39	19/11/2022
Y48318	23	09/11/2022
B77851	29	18/11/2022
N61159	26	09/11/2022
P35224	23	16/11/2022
V90078	28	27/11/2022
H05458	0	09/11/2022
O85368	39	17/11/2022
K24786	29	23/11/2022
S92802	0	08/11/2022
M12306	0	04/11/2022
V90078	20	13/11/2022
N22929	35	28/11/2022
L47328	23	25/11/2022
H48167	3	09/11/2022
G82993	39	04/11/2022
V69700	39	10/11/2022
N80181	29	11/11/2022
E80025	21	29/11/2022
Z91269	31	23/11/2022
F50762	26	19/11/2022
V84299	20	13/11/2022
V28351	23	01/11/2022
H59833	31	24/11/2022
Q17124	19	09/11/2022
H05458	40	09/11/2022
J28942	24	15/11/2022
K24786	27	09/11/2022
G95624	25	07/11/2022
Z91269	23	09/11/2022
R97867	31	13/11/2022
Y45556	25	29/11/2022
Q17124	20	21/11/2022
U61799	28	13/11/2022
V28351	20	21/11/2022
I46489	24	15/11/2022
D78946	31	28/11/2022
F47721	37	15/11/2022
L91848	23	14/11/2022
U48940	38	16/11/2022
C70945	28	19/11/2022
R97867	27	09/11/2022
P35224	20	07/11/2022
U61799	3	01/11/2022
Z53323	3	18/11/2022
F93292	19	18/11/2022
N80181	21	23/11/2022
J67582	29	18/11/2022
F16023	36	20/11/2022
J67582	22	23/11/2022
H05458	19	07/11/2022
F33683	20	21/11/2022
G95624	0	19/11/2022
Z86263	21	23/11/2022
L95633	21	08/11/2022
F33683	43	04/11/2022
W84980	43	09/11/2022
G65344	22	18/11/2022
Q17124	26	01/11/2022
V02493	25	27/11/2022
O00253	0	17/11/2022
F93292	28	14/11/2022
Y48318	11	17/11/2022
F16023	1	06/11/2022
S92802	20	09/11/2022
H59833	25	14/11/2022
I09813	9	04/11/2022
R97867	26	06/11/2022
W48418	31	21/11/2022
H48167	23	16/11/2022
N22929	3	16/11/2022
F69733	35	03/11/2022
V84299	0	07/11/2022
G65344	24	15/11/2022
D78946	29	29/11/2022
F50762	25	22/11/2022
G95624	13	11/11/2022
V28351	24	10/11/2022
Y45556	1	12/11/2022
L91848	29	28/11/2022
P35224	21	14/11/2022
V02493	3	01/11/2022
Y48318	36	08/11/2022
R97867	29	21/11/2022
Z91269	15	19/11/2022
Q48675	38	24/11/2022
F93292	34	19/11/2022
C00234	29	25/11/2022
R97867	23	09/11/2022
I46489	35	18/11/2022
Q48675	1	01/11/2022
B16336	3	27/11/2022
N22929	18	09/11/2022
F50762	29	25/11/2022
N61159	28	07/11/2022
Y96988	37	19/11/2022
F69733	36	08/11/2022
Q48675	34	07/11/2022
N32257	24	11/11/2022
U48940	23	20/11/2022
K35006	1	17/11/2022
I09813	21	01/11/2022
J28942	6	16/11/2022
F50762	7	16/11/2022
Z34962	28	03/11/2022
Q86815	0	25/11/2022
G22804	25	02/11/2022
Y47307	29	13/11/2022
U61799	42	06/11/2022
Y45556	29	05/11/2022
Q86815	34	20/11/2022
R97867	42	14/11/2022
H59833	23	21/11/2022
J28942	37	05/11/2022
B46727	3	06/11/2022
E45872	12	04/11/2022
M12306	0	18/11/2022
A70424	28	09/11/2022
R97867	2	19/11/2022
P35224	34	11/11/2022
V90078	3	20/11/2022
F47721	36	07/11/2022
Z34962	29	07/11/2022
H59833	41	13/11/2022
L95633	35	04/11/2022
Y96988	23	26/11/2022
A70424	40	09/11/2022
V90078	29	12/11/2022
H59833	21	08/11/2022
C70945	25	17/11/2022
I46489	21	10/11/2022
H59833	12	23/11/2022
J28942	3	25/11/2022
N61159	23	05/11/2022
P35224	1	16/11/2022
F50762	29	20/11/2022
V02493	20	26/11/2022
N61159	42	22/11/2022
J67582	7	11/11/2022
M12306	19	17/11/2022
L95633	26	14/11/2022
F33683	0	20/11/2022
I09813	35	21/11/2022
J67582	3	26/11/2022
K78882	19	07/11/2022
B46727	23	26/11/2022
V02493	0	23/11/2022
M12306	25	25/11/2022
Y47307	32	10/11/2022
Q48675	25	29/11/2022
N22929	24	25/11/2022
L95633	24	12/11/2022
S92802	25	08/11/2022
G95624	8	20/11/2022
H05458	24	26/11/2022
B46727	23	08/11/2022
Q48675	23	04/11/2022
E45872	17	19/11/2022
Z53323	23	21/11/2022
F33683	20	04/11/2022
N32257	20	23/11/2022
P35224	28	09/11/2022
Z86263	19	18/11/2022
V02493	29	25/11/2022
K24786	28	02/11/2022
V90078	29	19/11/2022
U18378	24	13/11/2022
L97294	33	01/11/2022
B16336	23	18/11/2022
O85368	24	27/11/2022
Z60347	19	19/11/2022
M12306	27	27/11/2022
N28315	33	29/11/2022
N22929	3	22/11/2022
V02493	21	29/11/2022
Z53323	38	28/11/2022
G82993	36	16/11/2022
F47721	8	24/11/2022
Q86815	10	07/11/2022
R97867	37	09/11/2022
Y75396	3	28/11/2022
B46727	34	10/11/2022
O85368	30	14/11/2022
Y75396	14	22/11/2022
V84299	34	06/11/2022
J28942	29	22/11/2022
C70945	29	25/11/2022
I29058	3	27/11/2022
Q17124	21	01/11/2022
O00253	33	07/11/2022
Z60347	39	18/11/2022
H59833	36	04/11/2022
U18378	2	05/11/2022
D78946	43	17/11/2022
S92802	11	10/11/2022
W48418	25	27/11/2022
L97294	39	20/11/2022
F50762	12	21/11/2022
L47328	16	05/11/2022
N32257	35	12/11/2022
Z86263	8	24/11/2022
C00234	34	29/11/2022
F33683	38	10/11/2022
J28942	25	03/11/2022
F50762	26	16/11/2022
E45872	3	03/11/2022
Z86263	0	28/11/2022
F69733	28	26/11/2022
F47721	24	22/11/2022
G22804	9	24/11/2022
P35224	31	05/11/2022
L91848	0	08/11/2022
K24786	21	03/11/2022
Q86815	33	11/11/2022
K24786	9	04/11/2022
Q86815	29	24/11/2022
Y48318	2	13/11/2022
H59833	43	25/11/2022
I56295	42	08/11/2022
D78946	29	26/11/2022
N32257	34	12/11/2022
C00234	0	29/11/2022
L91848	28	14/11/2022
Z86263	24	24/11/2022
Z53323	22	18/11/2022
B46727	33	24/11/2022
K24786	29	29/11/2022
E45872	0	19/11/2022
H05458	1	07/11/2022
E45872	29	12/11/2022
L47328	16	28/11/2022
B77851	19	12/11/2022
N61159	26	03/11/2022
Y45556	28	10/11/2022
H05458	27	26/11/2022
Q48675	14	10/11/2022
M66769	2	13/11/2022
R19192	36	22/11/2022
O85368	29	01/11/2022
V28351	3	25/11/2022
N61159	0	10/11/2022
Z86263	23	17/11/2022
U18378	29	22/11/2022
P35224	38	22/11/2022
L47328	25	14/11/2022
V28351	17	08/11/2022
B46727	25	25/11/2022
Y47307	0	07/11/2022
Q48675	23	15/11/2022
E45872	2	01/11/2022
M66769	21	26/11/2022
I09813	19	21/11/2022
N28315	19	02/11/2022
I46489	2	23/11/2022
K78882	3	16/11/2022
K78882	29	26/11/2022
P35224	9	23/11/2022
S92802	42	24/11/2022
F69733	18	11/11/2022
Z34962	22	11/11/2022
K78882	43	11/11/2022
V84299	3	08/11/2022
M12306	23	09/11/2022
G82993	29	17/11/2022
N22929	42	12/11/2022
Z27737	24	16/11/2022
Q17124	27	24/11/2022
Z53323	9	08/11/2022
Y45556	3	26/11/2022
H05458	26	06/11/2022
Z34962	29	26/11/2022
Y48318	31	05/11/2022
U18378	8	29/11/2022
Y47307	19	16/11/2022
B16336	28	18/11/2022
L91848	18	17/11/2022
I29058	20	28/11/2022
L91848	21	06/11/2022
R19192	26	20/11/2022
U61799	23	24/11/2022
R97867	22	02/11/2022
Z86263	20	24/11/2022
N32257	20	04/11/2022
V69700	3	17/11/2022
G95624	29	17/11/2022
L91848	42	18/11/2022
Z60347	3	28/11/2022
L97294	18	18/11/2022
C70945	27	15/11/2022
I29058	23	20/11/2022
N28315	17	28/11/2022
V84299	39	19/11/2022
L91848	21	28/11/2022
W84980	0	04/11/2022
Q48675	23	22/11/2022
N80181	23	05/11/2022
Y96988	15	01/11/2022
V90078	19	13/11/2022
G65344	35	13/11/2022
F33683	2	10/11/2022
U61799	22	25/11/2022
L47328	31	01/11/2022
K24786	23	21/11/2022
G82993	0	10/11/2022
K24786	1	29/11/2022
Y75396	3	04/11/2022
G22804	8	01/11/2022
F33683	7	24/11/2022
F33683	27	21/11/2022
Z53323	20	06/11/2022
E45872	27	13/11/2022
R19192	2	20/11/2022
F82217	0	04/11/2022
Q48675	19	24/11/2022
W48418	26	01/11/2022
G82993	28	25/11/2022
L47328	20	06/11/2022
I29058	16	29/11/2022
F93292	33	23/11/2022
D78946	11	21/11/2022
V28351	17	11/11/2022
J28942	29	22/11/2022
M66769	20	13/11/2022
B46727	36	08/11/2022
M12306	3	08/11/2022
L95633	23	15/11/2022
Y75396	26	24/11/2022
H59833	36	24/11/2022
N32257	9	22/11/2022
G22804	23	29/11/2022
Z53323	38	15/11/2022
N22929	28	09/11/2022
L97294	40	23/11/2022
G22804	21	17/11/2022
Q48675	20	10/11/2022
I29058	33	09/11/2022
O00253	42	22/11/2022
U61799	20	21/11/2022
Y75396	15	23/11/2022
S92802	38	07/11/2022
D78946	28	29/11/2022
Q17124	28	20/11/2022
C70945	12	23/11/2022
A70424	23	03/11/2022
V84299	22	09/11/2022
V02493	25	14/11/2022
S92802	25	22/11/2022
K24786	19	09/11/2022
J67582	12	24/11/2022
W84980	16	05/11/2022
A70424	39	04/11/2022
Y47307	20	24/11/2022
P35224	37	27/11/2022
E45872	21	16/11/2022
Q48675	30	25/11/2022
K24786	17	26/11/2022
P35224	3	22/11/2022
P35224	41	16/11/2022
F50762	34	18/11/2022
O85368	17	18/11/2022
K24786	28	21/11/2022
B46727	3	08/11/2022
E80025	25	05/11/2022
I46489	3	24/11/2022
H48167	3	06/11/2022
E45872	25	23/11/2022
G95624	34	10/11/2022
F69733	27	02/11/2022
Y75396	26	22/11/2022
K78882	28	27/11/2022
F69733	28	18/11/2022
E45872	3	25/11/2022
R19192	29	19/11/2022
J67582	21	06/11/2022
M12306	0	10/11/2022
H59833	28	01/11/2022
I56295	29	29/11/2022
Q86815	29	27/11/2022
B77851	24	21/11/2022
M66769	25	13/11/2022
N32257	29	17/11/2022
F93292	3	11/11/2022
I09813	6	08/11/2022
E80025	25	29/11/2022
B46727	23	09/11/2022
M66769	26	27/11/2022
C00234	3	03/11/2022
G22804	8	14/11/2022
O85368	3	01/11/2022
R19192	19	08/11/2022
Y48318	28	16/11/2022
Q86815	23	23/11/2022
G95624	25	04/11/2022
F47721	24	21/11/2022
L91848	24	13/11/2022
N32257	20	06/11/2022
B77851	28	11/11/2022
C00234	25	20/11/2022
